"uid","domainID","siteID","plotID","trapID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDate","collectDate","boutNumber","eventID","sampleID","daysOfTrapping","cupStatus","lidStatus","fluidLevel","trapReset","samplingProtocol","recordedBy","remarks","missingRecordsPerBoutQF","duplicateCollectionEventQF","compareSetCollectDateQF"
"F9BD38130E2C42B7B1833C5F9068A732","D02","SERC",,"E","deciduousForest",,,,,,,"2015-04-21","2015-05-05",1,"BET.SERC_015.2015.01","SERC_015.E.20150505",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"9A04682552A145FDA2A80BAED50F3CA4","D02","SERC",,"E","deciduousForest",38.909678,-76.546024,"WGS84",1.2,25.8,0.2,"2015-04-21","2015-05-05",1,"BET.SERC_010.2015.01","SERC_010.E.20150505",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"A5DD516AAB394F6EB24E0406CACE1B8E","D02","SERC",,"W","deciduousForest",,,,,,,"2015-04-21","2015-05-05",1,"BET.SERC_021.2015.01","SERC_021.W.20150505",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"26EAD75E335D41DBBDC3FDC858A73A1F","D02","SERC",,"N","deciduousForest",38.897724,-76.561201,"WGS84",1.2,26.0,0.2,"2015-04-21","2015-05-05",1,"BET.SERC_009.2015.01","SERC_009.N.20150505",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"3E79D95712D94EC4B20CD3B7A7FC6619","D02","SERC",,"N","deciduousForest",38.909855,-76.546259,"WGS84",1.2,25.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_010.2015.02","SERC_010.N.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp","trap full due to rain",0,0,0
"0294FE9F68F34F7F81A8BE08239194F7","D02","SERC",,"E","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_021.2015.02","SERC_021.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"54016038F65A4BD9B847971DCFA0D160","D02","SERC",,"N","deciduousForest",38.900054,-76.543773,"WGS84",1.2,10.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_003.2015.02","SERC_003.N.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"E3F4E6BB7FBC4B82B86E0EF5C779BB17","D02","SERC",,"E","deciduousForest",38.895035,-76.558683,"WGS84",1.1,11.4,0.1,"2015-05-05","2015-05-19",2,"BET.SERC_002.2015.02","SERC_002.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"C6A5E87959D54B47A27F2729C8965FB7","D02","SERC",,"S","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_015.2015.02","SERC_015.S.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"BA3C41AE96FB466690EF0A24E66DA7C2","D02","SERC",,"N","deciduousForest",38.881269,-76.547320,"WGS84",1.3,3.5,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_006.2015.02","SERC_006.N.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"135671B81C3040E4932359B1E18FBC90","D02","SERC",,"W","deciduousForest",38.895029,-76.559144,"WGS84",1.1,11.4,0.1,"2015-05-05","2015-05-19",2,"BET.SERC_002.2015.02","SERC_002.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"D4B379AA1F884F3AA63F8B25F256CDB8","D02","SERC",,"E","deciduousForest",38.909678,-76.546024,"WGS84",1.2,25.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_010.2015.02","SERC_010.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"54C8DA8001D34F678334E62AF8A6A342","D02","SERC",,"E","deciduousForest",38.899877,-76.543538,"WGS84",1.2,10.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_003.2015.02","SERC_003.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"5765AF055F2A42F5892912E603CED231","D02","SERC",,"N","deciduousForest",38.868870,-76.533599,"WGS84",1.2,7.6,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_001.2015.02","SERC_001.N.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp","trap full due to rain",0,0,0
"56D84D93F0214052A0C64B4F477F27A8","D02","SERC",,"E","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_015.2015.02","SERC_015.E.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp","trap is full of rain",0,0,0
"4DB41FD4F3A3474DB59FB3F4AC80A952","D02","SERC",,"W","deciduousForest",38.897541,-76.561428,"WGS84",1.2,26.0,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_009.2015.02","SERC_009.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"055E1CC2F8254A98BFF513BE0BA2A204","D02","SERC",,"E","cultivatedCrops",38.873798,-76.539598,"WGS84",1.1,4.3,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_007.2015.02","SERC_007.E.20150519",14,"ok","ok","low","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"29C15C5E06084843B1BB16F3808F31DF","D02","SERC",,"S","deciduousForest",38.899694,-76.543765,"WGS84",1.2,10.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_003.2015.02","SERC_003.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"EF005B866B00479D92A4AD0D80A99E56","D02","SERC",,"S","cultivatedCrops",38.873615,-76.539825,"WGS84",1.1,4.3,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_007.2015.02","SERC_007.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"A4DA58AC2AFD435FA2656BB4C2FC53DD","D02","SERC",,"W","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_016.2015.02","SERC_016.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"57D08F73DAE04B8CA33065C6FCF4DB7D","D02","SERC",,"E","deciduousForest",38.881092,-76.547086,"WGS84",1.3,3.5,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_006.2015.02","SERC_006.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"24B80446BD154754B66CCBD0077714CD","D02","SERC",,"N","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_015.2015.02","SERC_015.N.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp","trap is full of rain",0,0,0
"EBA09050CA77441FB0D05F8FA89788E1","D02","SERC",,"S","deciduousForest",38.894852,-76.558909,"WGS84",1.1,11.4,0.1,"2015-05-05","2015-05-19",2,"BET.SERC_002.2015.02","SERC_002.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"F462291ADBA74F7AB69F3B20B5046257","D02","SERC",,"S","deciduousForest",38.868510,-76.533591,"WGS84",1.2,7.6,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_001.2015.02","SERC_001.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"F52993ED04EC4DB5B6C0E16B3A665862","D02","SERC",,"S","deciduousForest",38.897364,-76.561193,"WGS84",1.2,26.0,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_009.2015.02","SERC_009.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"0D0DF918657E47C996E4DFE99918BCB5","D02","SERC",,"W","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_015.2015.02","SERC_015.W.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"D8AA9FEA9575473F931F8767A93C3D03","D02","SERC",,"W","deciduousForest",38.899871,-76.543999,"WGS84",1.2,10.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_003.2015.02","SERC_003.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"1DAD17E1EA0F454FB66113AAC77F43ED","D02","SERC",,"S","deciduousForest",38.880908,-76.547312,"WGS84",1.3,3.5,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_006.2015.02","SERC_006.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp","Trap not deployed correctly; too high in ground; reset at correct height",0,0,0
"E1380308BCE1410A821DA244F4A56CBD","D02","SERC",,"S","deciduousForest",38.909495,-76.546251,"WGS84",1.2,25.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_010.2015.02","SERC_010.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"CC84A6CF3BBF414C8670F83CC5ACC760","D02","SERC",,"W","cultivatedCrops",38.873792,-76.540059,"WGS84",1.1,4.3,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_007.2015.02","SERC_007.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"9FAA47AE21C34AF3A6525692D340D86A","D02","SERC",,"E","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_016.2015.02","SERC_016.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"D425A2BF2BF64C0D962DFF1F2A004C9A","D02","SERC",,"N","cultivatedCrops",38.873975,-76.539832,"WGS84",1.1,4.3,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_007.2015.02","SERC_007.N.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"48EDE24371DA464EA9C7250E6476BB07","D02","SERC",,"W","deciduousForest",38.868687,-76.533825,"WGS84",1.2,7.6,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_001.2015.02","SERC_001.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"582F68B9535148619898CB5FAD21C87E","D02","SERC",,"E","deciduousForest",38.897547,-76.560967,"WGS84",1.2,26.0,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_009.2015.02","SERC_009.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"B025A09765BA4D199CE741423F93B9B2","D02","SERC",,"W","deciduousForest",38.881086,-76.547547,"WGS84",1.3,3.5,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_006.2015.02","SERC_006.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp","Trap not deployed correctly; too high in ground; reset at correct height",0,0,0
"0CB5E820005244D093840397D25D5EF4","D02","SERC",,"S","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_021.2015.02","SERC_021.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"2CF527684D794FBAA8E5360879D9FB83","D02","SERC",,"W","deciduousForest",38.909672,-76.546485,"WGS84",1.2,25.8,0.2,"2015-05-05","2015-05-19",2,"BET.SERC_010.2015.02","SERC_010.W.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"7C670761E6EA41B19FF7FA947B1B3D35","D02","SERC",,"E","deciduousForest",38.868693,-76.533364,"WGS84",1.2,7.6,0.4,"2015-05-05","2015-05-19",2,"BET.SERC_001.2015.02","SERC_001.E.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"C9A5F4700F9246D5A85EDA6EBD1DC498","D02","SERC",,"N","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_016.2015.02","SERC_016.N.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"8F25E44794BF48CDA5765F4C2CDBC06E","D02","SERC",,"N","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_021.2015.02","SERC_021.N.20150519",14,"ok","ok","high","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"B2DCE0D1D02F4A1C9397056BDD823C84","D02","SERC",,"N","deciduousForest",38.895212,-76.558917,"WGS84",1.1,11.4,0.1,"2015-05-05","2015-05-19",2,"BET.SERC_002.2015.02","SERC_002.N.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
"7DCE475A54284CF5AA5899AE2182345F","D02","SERC",,"S","deciduousForest",,,,,,,"2015-05-05","2015-05-19",2,"BET.SERC_016.2015.02","SERC_016.S.20150519",14,"ok","ok","ok","Y","NEON.DOC.014050","wYCqaZcA+7slXlj5N/mM6vobrh4QDptp",,0,0,0
