"uid","domainID","siteID","plotID","trapCoordinate","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","date","eventID","individualID","taxonID","scientificName","taxonRank","identificationQualifier","identificationStatus","sex","reproductiveCondition","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","bloodSampleID","bloodSampleMethod","fecalSampleID","fecalSampleCondition","earSampleID","hairSampleID","whiskerSampleID","voucherSampleID","measuredBy","recordedBy","remarks","consistencyTagIDSexQF","consistencyTagIDTaxonIDQF","consistencyTagIDLifeStageQF","orderTagIDRecaptureQF","orderTagIDLifeStageQF"
"F0A334FFA83948DC9225C2FE99CA4676","D03","OSBS",,"E1","emergentHerbaceousWetlands",29.723906,-81.984421,"WGS84",,32.0,,"2013-07-12","MAM.OSBS.2013.07","NEON.MAM.D03.0L2138","PEGO","Peromyscus gossypinus","species",," ","M","N","N",,,"subadult","nonscrotal",,,,20.0,13.0,61.0,133.0,18.00,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","F/6MQogm4SruoS1iHbVwBrp7bVAGMrci",,0,0,0,-1,0
"825D18A6ABB241BBAA645B4DFF2B2963","D03","OSBS",,"B5","emergentHerbaceousWetlands",29.723543,-81.984727,"WGS84",,32.0,,"2013-07-12","MAM.OSBS.2013.07","NEON.MAM.D03.0L2060","PEGO","Peromyscus gossypinus","species",," ","M","N","N",,,"subadult","nonscrotal",,,,18.0,13.0,27.0,112.0,29.00,,,,,,,,,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","F/6MQogm4SruoS1iHbVwBrp7bVAGMrci",,0,0,0,-1,0
"45E3B1D87C694F4FA57304A8461C7E80","D03","OSBS",,"H1","emergentHerbaceousWetlands",29.723908,-81.984110,"WGS84",,32.0,,"2013-07-13","MAM.OSBS.2013.07","NEON.MAM.D03.0R2188","PEGO","Peromyscus gossypinus","species",," ","F","N","N",,,,,"nonenlarged","not","neither",23.0,,,,51.00,"OSBS.20130713.R2188.B","retroorbital","OSBS.20130713.R2188.F","fresh","OSBS.20130713.R2188.E","OSBS.20130713.R2188.H","OSBS.20130713.R2188.H",,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","ZatnMAVjxd5EQfIktDH7rfXJVi88O90K",,0,0,0,-1,0
"BAE7512366FC471DA4E3836A47B67550","D03","OSBS",,"B3","emergentHerbaceousWetlands",29.723723,-81.984729,"WGS84",,32.0,,"2013-07-13","MAM.OSBS.2013.07","NEON.MAM.D03.0L2060","PEGO","Peromyscus gossypinus","species",," ","M","N","Y",,,"subadult","nonscrotal",,,,,,,,,,,"OSBS.20130713.L2060.F","fresh","OSBS.20130713.L2060.E","OSBS.20130713.L2060.H","OSBS.20130713.L2060.H",,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","ZatnMAVjxd5EQfIktDH7rfXJVi88O90K",,0,0,0,-1,0
"28BD802CF7514490A38D47963E038774","D03","OSBS",,"F3","emergentHerbaceousWetlands",29.723726,-81.984315,"WGS84",,32.0,,"2013-07-13","MAM.OSBS.2013.07","NEON.MAM.D03.0L2189","SIHI","Sigmodon hispidus","species",," ","M","R","N",,,"adult","scrotal",,,,31.0,,,,183.00,"OSBS.20130713.L2189.B","retroorbital","OSBS.20130713.L2189.F","fresh","OSBS.20130713.L2189.E","OSBS.20130713.L2189.H","OSBS.20130713.L2189.H",,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","ZatnMAVjxd5EQfIktDH7rfXJVi88O90K",,0,0,0,-1,0
"20A3290E997F4E04AA9FA6D4B65155F6","D03","OSBS",,"F9","emergentHerbaceousWetlands",29.723185,-81.984310,"WGS84",,32.0,,"2013-07-13","MAM.OSBS.2013.07","NEON.MAM.D03.0L2176","SIHI","Sigmodon hispidus","species",," ","M","N","N",,,"subadult","nonscrotal",,,,30.0,,,,123.00,"OSBS.20130713.L2176.B","retroorbital","OSBS.20130713.L2176.F","fresh","OSBS.20130713.L2176.E","OSBS.20130713.L2176.H","OSBS.20130713.L2176.H",,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","ZatnMAVjxd5EQfIktDH7rfXJVi88O90K",,0,0,0,-1,0
"228FAFFFC16A42C6A696B9D7DD5930E8","D03","OSBS",,"F2","emergentHerbaceousWetlands",29.723816,-81.984316,"WGS84",,32.0,,"2013-07-13","MAM.OSBS.2013.07","NEON.MAM.D03.0L2139","SIHI","Sigmodon hispidus","species",," ",,"N","N",,,,,,"not",,30.0,,,,,,,,,"OSBS.20130713.L2139.E",,,,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","ZatnMAVjxd5EQfIktDH7rfXJVi88O90K","possible escape",0,0,0,-1,0
"573238EBB7B544958C793A71F852CBAE","D03","OSBS",,"F7","evergreenForest",29.694845,-81.945525,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0L2100","PEGO","Peromyscus gossypinus","species",," ","M","R","N",,,"adult","scrotal",,,,20.0,,,,32.00,"OSBS.20130813.L2100.B","retroorbital","OSBS.20130813.L2100.F","fresh","OSBS.20130813.L2100.E","OSBS.20130813.L2100.H","OSBS.20130813.L2100.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"0078641815CC4B78AE235BBD515029C0","D03","OSBS",,"A7","evergreenForest",29.694841,-81.946042,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0R2094","POFL","Podomys floridanus","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",24.0,,,,33.00,"OSBS.20130813.R2094.B","retroorbital","OSBS.20130813.R2094.F","fresh","OSBS.20130813.R2094.E","OSBS.20130813.R2094.H","OSBS.20130813.R2094.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"AD2113B4B5D54BC5AA31176F6F72D3DA","D03","OSBS",,"H6","evergreenForest",29.694937,-81.945320,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0L2017","POFL","Podomys floridanus","species",," ","F","N","N",,,"subadult",,"nonenlarged","not","neither",22.0,,,,29.00,"OSBS.20130813.L2017.B","retroorbital","OSBS.20130813.L2017.F","old","OSBS.20130813.L2017.E","OSBS.20130813.L2017.H","OSBS.20130813.L2017.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"4BEDF81E4D434E88BEBDFBC7E8C6FEFF","D03","OSBS",,"F9","evergreenForest",29.694664,-81.945524,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0R2052","POFL","Podomys floridanus","species",," ","M","R","N",,,"adult","scrotal",,,,22.0,,,,26.00,"OSBS.20130813.R2052.B","retroorbital","OSBS.20130813.R2052.F","old","OSBS.20130813.R2052.E","OSBS.20130813.R2052.H","OSBS.20130813.R2052.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"3C53B9F20FC44521AC673EA67E4C1AA1","D03","OSBS",,"D2","evergreenForest",29.695295,-81.945736,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0R2097","POFL","Podomys floridanus","species",," ","M","R","N",,,"adult","scrotal",,,,26.0,,,,33.00,"OSBS.20130813.R2097.B","retroorbital",,,"OSBS.20130813.R2097.E","OSBS.20130813.R2097.H","OSBS.20130813.R2097.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"E7BCF4DE37E94547ABBDA7804D848C0F","D03","OSBS",,"B1","evergreenForest",29.695383,-81.945944,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0R2057","POFL","Podomys floridanus","species",," ","M","R","N",,,"adult","scrotal",,,,24.0,,,,31.00,"OSBS.20130813.R2057.B","retroorbital",,,"OSBS.20130813.R2057.E","OSBS.20130813.R2057.H","OSBS.20130813.R2057.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,1,-1,1
"BEDACB39F60D45EC8926905DF3614198","D03","OSBS",,"I8","evergreenForest",29.694757,-81.945214,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0R2018","POFL","Podomys floridanus","species",," ","M","R","N",,,"adult","scrotal",,,,25.0,,,,36.00,"OSBS.20130813.R2018.B","retroorbital",,,"OSBS.20130813.R2018.E","OSBS.20130813.R2018.H","OSBS.20130813.R2018.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"9BDB8171087E4152B0641D996F66770A","D03","OSBS",,"B4","evergreenForest",29.695113,-81.945941,"WGS84",,32.0,,"2013-08-13","MAM.OSBS.2013.08","NEON.MAM.D03.0R2058","POFL","Podomys floridanus","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",25.0,,,,34.00,"OSBS.20130813.R2058.B","retroorbital",,,"OSBS.20130813.R2058.E","OSBS.20130813.R2058.H","OSBS.20130813.R2058.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"B80A78D2A4364AD89226DDCE0241A162","D03","OSBS",,"E7","evergreenForest",29.694844,-81.945629,"WGS84",,32.0,,"2013-08-14","MAM.OSBS.2013.08","NEON.MAM.D03.0R2272","PEGO","Peromyscus gossypinus","species",," ","F","N","N",,,"subadult",,"nonenlarged","not","neither",20.0,,,,20.00,"OSBS.20130814.R2272.B","retroorbital",,,"OSBS.20130814.R2272.E","OSBS.20130814.R2272.H","OSBS.20130814.R2272.H",,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,0,-1,0
"355EA5536B734B5A9EBF64A5C1C51A62","D03","OSBS",,"A4","evergreenForest",29.695112,-81.946045,"WGS84",,32.0,,"2013-08-14","MAM.OSBS.2013.08","NEON.MAM.D03.0R2057","POFL","Podomys floridanus","species",," ","M","N","Y",,,"subadult","nonscrotal",,,,25.0,,,,31.00,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,1,-1,1
"8573BFB4CC884D2A8309B809F894BCB7","D03","OSBS",,"A10","evergreenForest",29.694570,-81.946040,"WGS84",,32.0,,"2013-08-14","MAM.OSBS.2013.08","NEON.MAM.D03.0R2094","POFL","Podomys floridanus","species",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",23.0,,,,35.00,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,0,-1,0
"B108D96F2CD84DE68AE20DEF964C5E42","D03","OSBS",,"J1","evergreenForest",29.695389,-81.945117,"WGS84",,32.0,,"2013-08-14","MAM.OSBS.2013.08","NEON.MAM.D03.0R2218","POFL","Podomys floridanus","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",23.0,,,,33.00,"OSBS.20130814.R2218.B","retroorbital","OSBS.20130814.R2218.F","old","OSBS.20130814.R2218.E","OSBS.20130814.R2218.H","OSBS.20130814.R2218.H",,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,0,-1,0
"B6AA77022DDB49798DFE12ACC3D9DA98","D03","OSBS",,"J7","evergreenForest",29.694848,-81.945112,"WGS84",,32.0,,"2013-08-14","MAM.OSBS.2013.08","NEON.MAM.D03.0R2052","POFL","Podomys floridanus","species",," ","M","R","Y",,,"adult","scrotal",,,,24.0,,,,26.00,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,0,-1,0
"D20D3AE6AD1B4A6BA0BF9E3BA162C42F","D03","OSBS",,"D4","evergreenForest",29.695114,-81.945735,"WGS84",,32.0,,"2013-08-14","MAM.OSBS.2013.08","NEON.MAM.D03.0R2058","POFL","Podomys floridanus","species",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",24.0,,,,31.00,,,,,,,,,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72",,0,0,0,-1,0
"7B0147CE6EDF46DAB228BD75AD0A85D0","D03","OSBS",,"C5","woodyWetlands",29.695144,-82.026256,"WGS84",,37.4,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2118","POFL","Podomys floridanus","species",," ","M","N","N",,,"adult","nonscrotal",,,,25.0,,,,27.00,"OSBS.20130815.R2118.B","retroorbital","OSBS.20130815.R2118.F","old","OSBS.20130815.R2118.E","OSBS.20130815.R2118.H","OSBS.20130815.R2118.H",,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"76C9408B92E34B7DB45F7878A0125CE1","D03","OSBS",,"F3","evergreenForest",29.695206,-81.945529,"WGS84",,32.0,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2058","POFL","Podomys floridanus","species",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",24.0,,,,28.00,,,,,,,,,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"2D831A4DA5CE4BE69BA9BF6F33017A32","D03","OSBS",,"A5","evergreenForest",29.695022,-81.946044,"WGS84",,32.0,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2052","POFL","Podomys floridanus","species",," ","M","R","Y",,,"adult","scrotal",,,,22.0,,,,24.00,,,,,,,,,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"502B79502E854235AC114054BB1DDEC1","D03","OSBS",,"B3","evergreenForest",29.695203,-81.945942,"WGS84",,32.0,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2057","POFL","Podomys floridanus","species",," ","M","R","Y",,,"adult","scrotal",,,,29.0,,,,31.00,,,,,,,,,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,1,-1,1
"B24448A833FD4E2CBFF079C91BB4E1E0","D03","OSBS",,"B10","evergreenForest",29.694571,-81.945936,"WGS84",,32.0,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2231","POFL","Podomys floridanus","species",," ","M","R","N",,,"adult","scrotal",,,,24.0,,,,32.00,"OSBS.20130815.R2231.B","retroorbital","OSBS.20130815.R2231.F","old","OSBS.20130815.R2231.E","OSBS.20130815.R2231.H","OSBS.20130815.R2231.H",,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"CA3F45408E7E40D9B7DB103175A042E8","D03","OSBS",,"I7","evergreenForest",29.694847,-81.945215,"WGS84",,32.0,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2018","POFL","Podomys floridanus","species",," ","M","R","Y",,,"adult","scrotal",,,,25.0,,,,36.00,,,,,,,,,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"00FC170C6905432A89E80D5B311858F4","D03","OSBS",,"F6","evergreenForest",29.694935,-81.945526,"WGS84",,32.0,,"2013-08-15","MAM.OSBS.2013.08","NEON.MAM.D03.0R2017","POFL","Podomys floridanus","species",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",22.0,,,,31.00,,,,,,,,,"Og6WBnpVjODUH13MWbFaL/CkHIfmSZ72","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"0D703F20B6944FB9973D070DE5EB74E8","D03","OSBS",,"I8","evergreenForest",29.682695,-81.957770,"WGS84",,40.5,,"2013-08-27","MAM.OSBS.2013.09","NEON.MAM.D03.0L2137","POFL","Podomys floridanus","species",," ","F","R","Y",,,"adult",,"enlarged","not","neither",27.0,,,,35.00,"OSBS.20130827.L2137.B","retroorbital","OSBS.20130827.L2137.F","fresh",,"OSBS.20130827.L2137.H","OSBS.20130827.L2137.H",,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,0,0,0,-1,0
"25F5565CE2C44A74A3EBCC56AD4D7500","D03","OSBS",,"B8","evergreenForest",29.704827,-81.956557,"WGS84",,32.0,,"2013-08-27","MAM.OSBS.2013.09","NEON.MAM.D03.0L2216","POFL","Podomys floridanus","species",," ","F","R","N",,,"adult",,"enlarged","not","neither",22.0,,,,29.00,"OSBS.20130827.L2216.B","retroorbital","OSBS.20130827.L2216.F","old","OSBS.20130827.L2216.E","OSBS.20130827.L2216.H","OSBS.20130827.L2216.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"4F0D376B63F0439EA674C78A3CA4D219","D03","OSBS",,"H3","evergreenForest",29.683145,-81.957878,"WGS84",,39.9,,"2013-08-27","MAM.OSBS.2013.09","NEON.MAM.D03.0R2175","POFL","Podomys floridanus","species",," ","F","R","Y",,,"adult",,"enlarged","not","neither",23.0,,,,32.00,"OSBS.20130827.R2175.B","retroorbital","OSBS.20130827.R2175.F","fresh",,"OSBS.20130827.R2175.H","OSBS.20130827.R2175.H",,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,0,0,0,-1,0
"EA17CE03D5CA4378AA233BEEFC0903C6","D03","OSBS",,"E1","evergreenForest",29.705461,-81.956253,"WGS84",,32.0,,"2013-08-27","MAM.OSBS.2013.09","NEON.MAM.D03.0L2227","POFL","Podomys floridanus","species",," ","M","R","N",,,"adult","scrotal",,,,,,,,34.00,,"unsuccessful","OSBS.20130827.L2227.F","old","OSBS.20130827.L2227.E","OSBS.20130827.L2227.H","OSBS.20130827.L2227.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx","seemed stressed",0,0,0,-1,0
"C5E4DB2B1193456ABD5686C1119B1B75","D03","OSBS",,"F3","evergreenForest",29.705281,-81.956148,"WGS84",,32.0,,"2013-08-27","MAM.OSBS.2013.09","NEON.MAM.D03.0R2144","POFL","Podomys floridanus","species",," ","F","R","Y",,,"adult",,"enlarged","pregnant","neither",25.0,,,,33.00,"OSBS.20130827.R2144.B","retroorbital","OSBS.20130827.R2144.F","old","OSBS.20130827.R2144.E","OSBS.20130827.R2144.H","OSBS.20130827.R2144.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx",,0,0,0,-1,0
"2A00A1145B0C485989E8CC03642712D2","D03","OSBS",,"A2","emergentHerbaceousWetlands",29.723813,-81.984833,"WGS84",,32.0,,"2013-08-28","MAM.OSBS.2013.09","NEON.MAM.D03.0L2151","PEGO","Peromyscus gossypinus","species",," ","F","R","N",,,"adult",,"nonenlarged","pregnant","neither",21.0,,,,29.00,,"unsuccessful","OSBS.20130828.L2151.F","fresh","OSBS.20130828.L2151.E","OSBS.20130828.L2151.H","OSBS.20130828.L2151.H",,"B39Fz+6ICuzsBzlHVUgoASwdeU6J+1wE","CLwrvAJdtAalrm+QV6SRfOkYlwXhAzWx","tried to put down with isofluorine 3 times but was unable to",0,0,0,-1,0
"BADF674D3A02437487BC9782145776BA","D03","OSBS",,"E10","woodyWetlands",29.719655,-81.984989,"WGS84",,32.1,,"2013-08-28","MAM.OSBS.2013.09","NEON.MAM.D03.0R2008","PEGO","Peromyscus gossypinus","species",," ","M","N","N",,,"adult","nonscrotal",,,,21.0,,,,31.00,"OSBS.20130828.R2008.B","retroorbital","OSBS.20130828.R2008.F","fresh","OSBS.20130828.R2008.E","OSBS.20130828.R2008.H","OSBS.20130828.R2008.H",,"6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","SZd6jJU+PWukgvziuyetpzviWNuM2FzT",,0,0,0,-1,0
