uid,domainID,siteID,plotID,trapCoordinate,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,date,eventID,individualID,taxonID,scientificName,taxonRank,identificationQualifier,identificationStatus,sex,reproductiveCondition,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,bloodSampleID,bloodSampleMethod,fecalSampleID,fecalSampleCondition,earSampleID,hairSampleID,whiskerSampleID,voucherSampleID,measuredBy,recordedBy,remarks,consistencyTagIDSexQF,consistencyTagIDTaxonIDQF,consistencyTagIDLifeStageQF,orderTagIDRecaptureQF,orderTagIDLifeStageQF
02FF02D8541146CD8667DBBF6DA51D64,D10,CPER,,E9,grasslandHerbaceous,40.852813,-104.743011,WGS84,,1667.6,,9/9/2013,MAM.CPER.2013.09,NEON.MAM.D10.188794,PEFL,Perognathus flavus,species,, ,F,R,Y,,,adult,,enlarged,not,neither,15,7,48,109,11,,,,,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,Pnk3+n6Z82AS87qJoA1SOJzspSKZdXk4,,0,0,0,-1,0
39962578EBA04DD383F51F7BF8A775C0,D10,CPER,,D7,grasslandHerbaceous,40.798601,-104.74761,WGS84,,1637.9,,4/28/2014,MAM.CPER.2014.05,NEON.MAM.D10.415468,PEFL,Perognathus flavus,species,, ,F,N,N,,,adult,,nonenlarged,not,neither,14,5,55,105,8,,,,,,CPER.20140428.415468.H,CPER.20140428.415468.H,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,small wound under left arm,0,0,0,-1,0
580B432A6F2348CAA91859885827A45E,D10,CPER,,A7,grasslandHerbaceous,40.798602,-104.747966,WGS84,,1637.6,,4/28/2014,MAM.CPER.2014.05,NEON.MAM.D10.0L0966,PEFL,Perognathus flavus,species,, ,M,R,N,dead,,adult,scrotal,,,,15,8,50,110,8,,,CPER.20140428.L0966.F,old,CPER.20140428.L0966.E,CPER.20140428.L0966.H,CPER.20140428.L0966.H,CPER.20140428.L0966.V,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,"large wound, animal terminated and collected. Tag added post mortem for samples",0,0,0,-1,0
9365397C79044CCDA60E12552850C2CC,D10,CPER,,B9,grasslandHerbaceous,40.8101,-104.731224,WGS84,,1650.9,,4/28/2014,MAM.CPER.2014.05,NEON.MAM.D10.415425,PEFL,Perognathus flavus,species,, ,F,N,N,,,,,,not,,,,,,9,,,,,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,Age and some measurement data missed in field,0,0,-1,-1,-1
38317D361EAD4FE6B910123AA3445C04,D10,CPER,,B9,grasslandHerbaceous,40.8101,-104.731224,WGS84,,1650.9,,4/28/2014,MAM.CPER.2014.05,NEON.MAM.D10.415425,PEFL,Perognathus flavus,species,, ,F,N,N,,,,,,not,,,,,,9,,,,,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,"Age and some measurement data missed in field
",0,0,-1,-1,-1
4C4C0EB64E474208B9B53877CCBF7C4A,D10,CPER,,F10,grasslandHerbaceous,40.810009,-104.73075,WGS84,,1651.1,,5/2/2014,MAM.CPER.2014.05,NEON.MAM.D10.415462,PEFL,Perognathus flavus,species,, ,F,N,Y,,,adult,,nonenlarged,not,neither,16,5,55,100,9,,,CPER.20140502.415462.F,fresh,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
184DDC171447491B8BEA73187CD1D3D8,D10,CPER,,B6,grasslandHerbaceous,40.798692,-104.747847,WGS84,,1637.7,,5/2/2014,MAM.CPER.2014.05,NEON.MAM.D10.415468,PEFL,Perognathus flavus,species,, ,F,N,Y,,,adult,,nonenlarged,not,neither,15,5,52,110,9,,,CPER.20140502.415468.F,old,CPER.20140502.415468.E,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
B1B60695140147AD96012254F0354DCD,D10,CPER,,I1,grasslandHerbaceous,40.810818,-104.730391,WGS84,,1651.7,,5/2/2014,MAM.CPER.2014.05,NEON.MAM.D10.415466,PEFL,Perognathus flavus,species,, ,M,R,N,,,adult,scrotal,,,,16,4,,,7,,,CPER.20140502.415466.F,old,CPER.20140502.415466.E,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
A119DCC7036A438BA24E5977AC445EF2,D10,CPER,,E10,grasslandHerbaceous,40.810009,-104.730868,WGS84,,1651,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.415425,PEFL,Perognathus flavus,species,, ,F,N,Y,,,,,,not,,16,,,,10,,,CPER.20140503.415425.F,fresh,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,pit tags in cheek pouch (2),0,0,-1,-1,-1
51856F54EEB64B0484FC02EE46AFA8A7,D10,CPER,,F9,grasslandHerbaceous,40.813221,-104.748634,WGS84,,1639.6,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.415443,PEFL,Perognathus flavus,species,, ,M,R,N,,,adult,scrotal,,,,15,7,45,90,8,,,CPER.20140503.415443.F,fresh,CPER.20140503.415443.E,CPER.20140503.415443.H,CPER.20140503.415443.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
47C40AA6B0594CEDBA81A5DB20A17B93,D10,CPER,,C5,grasslandHerbaceous,40.798782,-104.747728,WGS84,,1637.9,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.415468,PEFL,Perognathus flavus,species,, ,F,N,Y,,,adult,,nonenlarged,not,neither,15,5,52,110,9,,,,,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,Pit tag has migrated to cheek,0,0,0,-1,0
DEC2D5A8B6B94F98926C46485916F99C,D10,CPER,,F4,grasslandHerbaceous,40.82548,-104.747219,WGS84,,1650,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0892,PEMA,Peromyscus maniculatus,species,, ,M,N,N,,,adult,nonscrotal,,,,18,15,61,130,18,,,CPER.20140503.R0892.F,fresh,CPER.20140503.R0892.E,,CPER.20140503.R0892.H,CPER.20140503.R0892.V,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,Ear tag in backwards,0,0,0,-1,0
9AEC70D1F8454D0B8354AF76FD7D18D1,D10,CPER,,A7,grasslandHerbaceous,40.798602,-104.747966,WGS84,,1637.6,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.415445,PEFL,Perognathus flavus,species,, ,M,N,N,,,adult,nonscrotal,,,,14,5,50,103,8,,,CPER.20140503.415445.F,fresh,CPER.20140503.415445.E,CPER.20140503.415445.H,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
A458F654DF6B4D39B21272821CAE9B46,D10,CPER,,G8,grasslandHerbaceous,40.798511,-104.747255,WGS84,,1638,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.415511,PEFL,Perognathus flavus,species,, ,M,R,N,,,adult,scrotal,,,,16,5,52,110,9,,,CPER.20140503.415511.F,fresh,CPER.20140503.415511.E,CPER.20140503.415511.H,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
5137EBB41C8341DD9C6D53FA8F1A8D31,D10,CPER,,J4,grasslandHerbaceous,40.810548,-104.730273,WGS84,,1651.6,,5/3/2014,MAM.CPER.2014.05,NEON.MAM.D10.415466,PEFL,Perognathus flavus,species,, ,M,R,Y,,,adult,scrotal,,,,16,4,,,8,,,CPER.20140503.415466.F,fresh,,,CPER.20140503.415466.H,CPER.20140503.415466.V,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
6E9B617FE5124FD290F13DB2FA5C9424,D10,CPER,,I8,grasslandHerbaceous,40.812819,-104.698063,WGS84,,1617.8,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0847,ONLE,Onychomys leucogaster,species,, ,M,N,N,,,adult,nonscrotal,,,,21,14,36,120,30,,,CPER.20140504.R0847.F,fresh,CPER.20140504.R0847.E,CPER.20140504.R0847.H,CPER.20140504.R0847.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
D500C1C0FAB14F69B472E2FDB2C2CDCB,D10,CPER,,A3,grasslandHerbaceous,40.867762,-104.704109,WGS84,,1664.9,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.415499,PEFL,Perognathus flavus,species,, ,M,R,Y,,,adult,scrotal,,,,16,5,53,105,8,,,CPER.20140504.415499.F,fresh,,CPER.20140504.415499.H,CPER.20140504.415499.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
5D34370861E84C529B1DEDA1D2241DC6,D10,CPER,,A7,grasslandHerbaceous,40.812912,-104.699011,WGS84,,1618.2,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0778,DIOR,Dipodomys ordii,species,, ,M,N,N,,,adult,nonscrotal,,,,42,9,145,255,65,,,CPER.20140504.R0778.F,old,CPER.20140504.R0778.E,,,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,1,0,-1,0
4D50DC4FAE7848FBA5AC506B3F28D8E2,D10,CPER,,B8,grasslandHerbaceous,40.867311,-104.703992,WGS84,,1664.3,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.415454,PEFL,Perognathus flavus,species,, ,M,R,Y,,,adult,scrotal,,,,16,5,53,108,9,,,CPER.20140504.415454.F,fresh,,CPER.20140504.415454.H,,CPER.20140504.415454.V,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
968EBF74998A4F45A2E86956FDD508D2,D10,CPER,,E6,grasslandHerbaceous,40.853084,-104.74301,WGS84,,1667.8,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.415448,PEFL,Perognathus flavus,species,, ,F,N,Y,,,adult,,nonenlarged,not,neither,14,6,50,103,8,,,,,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
B3407AB2E0B6441CA094EBC06859870B,D10,CPER,,H2,grasslandHerbaceous,40.853443,-104.742653,WGS84,,1668.1,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R1071,REME,Reithrodontomys megalotis,species,cf. species, ,M,R,N,,,adult,scrotal,,,,16,11,61,130,11,CPER.20140504.R1071.B,mandibular,CPER.20140504.R1071.F,fresh,CPER.20140504.R1071.E,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
D0733964DB2E4996889B6785C4C8FAF0,D10,CPER,,A9,grasslandHerbaceous,40.852814,-104.743486,WGS84,,1667.7,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0L1074,REMO,Reithrodontomys montanus,species,cf. species, ,F,R,N,,,adult,,nonenlarged,not,plugged,13,11,40,98,11,CPER.20140504.L1074.B,mandibular,CPER.20140504.L1074.F,fresh,CPER.20140504.L1074.E,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
49947FA4097A4DDCA83210475F43DC4E,D10,CPER,,C7,grasslandHerbaceous,40.852994,-104.743248,WGS84,,1667.8,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.415437,PEFL,Perognathus flavus,species,, ,F,R,N,,,adult,,enlarged,pregnant,plugged,14,5,45,105,9,,,CPER.20140504.415437.F,fresh,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
968994845B99499AB27D42D519B93BC5,D10,CPER,,G9,grasslandHerbaceous,40.852813,-104.742774,WGS84,,1667.5,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R1073,REME,Reithrodontomys megalotis,species,cf. species, ,F,R,N,,,adult,,enlarged,pregnant,plugged,16,,62,,16,,,CPER.20140504.R1073.F,fresh,CPER.20140504.R1073.E,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
062B321E942741B1BFA85A08A326F25D,D10,CPER,,D8,grasslandHerbaceous,40.867311,-104.703755,WGS84,,1663.8,,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0805,REME,Reithrodontomys megalotis,species,cf. species, ,F,R,N,,,adult,,enlarged,not,swollen,16,8,55,110,14,CPER.20140504.R0805.B,mandibular,CPER.20140504.R0805.F,old,CPER.20140504.R0805.E,CPER.20140504.R0805.H,CPER.20140504.R0805.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
0BD4DBE77577430185FBBCBA23D7529D,D10,CPER,,E5,grasslandHerbaceous,40.853174,-104.74301,WGS84,0.1,1662.3,0.1,5/4/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R1070,REME,Reithrodontomys megalotis,species,cf. species, ,F,R,N,,,adult,,nonenlarged,not,swollen,16,10,65,125,12,CPER.20140504.R1070.B,mandibular,CPER.20140504.R1070.F,fresh,,,,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
DB297D939B2E4B1D88DCF69B802256AE,D10,CPER,,C6,grasslandHerbaceous,40.853084,-104.743247,WGS84,,1667.9,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.0L1054,REMO,Reithrodontomys montanus,species,cf. species, ,F,R,N,,,adult,,nonenlarged,not,swollen,12,9,45,105,9,,,CPER.20140505.L1054.F,fresh,CPER.20140505.L1054.E,CPER.20140505.L1054.H,CPER.20140505.L1054.H,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
0BF5212C1D554552B24A9861AEAC9C64,D10,CPER,,C8,grasslandHerbaceous,40.852904,-104.743248,WGS84,,1667.7,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.415437,PEFL,Perognathus flavus,species,, ,F,R,Y,,,adult,,enlarged,not,swollen,14,5,45,105,9,,,,,CPER.20140505.415437.E,CPER.20140505.415437.H,CPER.20140505.415437.H,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
F11D43C90A56419E8EA308D1C5595DB8,D10,CPER,,D4,grasslandHerbaceous,40.853264,-104.743128,WGS84,,1668,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.415469,PEFL,Perognathus flavus,species,, ,M,R,N,dead,,adult,scrotal,,,,17,6,50,110,10,,,,,CPER.20140505.415469.E,CPER.20140505.415469.H,CPER.20140505.415469.H,CPER.20140505.415469.V,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
4D7174A432C14C6695BEA2E5398CC578,D10,CPER,,F3,grasslandHerbaceous,40.854289,-104.726797,WGS84,,1664.4,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.415496,PEFL,Perognathus flavus,species,, ,F,N,N,,,subadult,,nonenlarged,not,neither,13,5,42,110,6,,,CPER.20140505.415496.F,fresh,CPER.20140505.415496.E,CPER.20140505.415496.H,CPER.20140505.415496.H,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
16D40DC4EF2E40E6B827B8FEF0CD9EE2,D10,CPER,,H10,grasslandHerbaceous,40.852722,-104.742655,WGS84,,1667.4,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R1073,REME,Reithrodontomys megalotis,species,cf. species, ,F,R,Y,,,adult,,enlarged,pregnant,plugged,16,,62,,17,,,,,,CPER.20140505.R1073.H,CPER.20140505.R1073.H,,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,UXBWU10B2GNywEWFJgkBhTUfnl1mPVbQ,,0,0,0,-1,0
1F9DA5DFF51742FAB44D3FC210E76F4A,D10,CPER,,D8,grasslandHerbaceous,40.867311,-104.703755,WGS84,,1663.8,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0757,REME,Reithrodontomys megalotis,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,7,12,50,70,7,,,CPER.20140505.R0757.F,fresh,CPER.20140505.R0757.E,CPER.20140505.R0757.H,CPER.20140505.R0757.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
062998738E444E9398BEDDDC93ABFEE3,D10,CPER,,I10,grasslandHerbaceous,40.867129,-104.703162,WGS84,,1662.4,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.415454,PEFL,Perognathus flavus,species,, ,M,R,Y,,,adult,scrotal,,,,16,5,53,108,9,,,,,,,,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
77CDC14A0BC747AF97F4E6FE3269FE54,D10,CPER,,D9,grasslandHerbaceous,40.86722,-104.703755,WGS84,,1663.7,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0805,REME,Reithrodontomys megalotis,species,cf. species, ,F,R,Y,,,adult,,enlarged,not,plugged,16,8,55,110,11,,,,,,,,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
FF5EA60C99FD4EF8B5615469B91AEBFB,D10,CPER,,F9,grasslandHerbaceous,40.86722,-104.703518,WGS84,,1663.2,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.0L0789,REME,Reithrodontomys megalotis,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,6,17,67,125,,CPER.20140505.L0789.B,mandibular,CPER.20140505.L0789.F,fresh,,CPER.20140505.L0789.H,,CPER.20140505.L0789.V,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
50DEA1ECCA21420582503A3BB531D604,D10,CPER,,H7,grasslandHerbaceous,40.81291,-104.698182,WGS84,,1617.8,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.415516,CHHI,Chaetodipus hispidus,species,, ,M,R,N,,,adult,scrotal,,,,26,8,102,220,61,,,CPER.20140505.415516.F,fresh,CPER.20140505.415516.E,CPER.20140505.415516.H,CPER.20140505.415516.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
B53B2BC2C15C445B9EC60DF0260EE254,D10,CPER,,F1,grasslandHerbaceous,40.813451,-104.698416,WGS84,,1617.9,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.415453,PEFL,Perognathus flavus,species,, ,M,R,N,,,adult,scrotal,,,,7,5,51,70,7,,,,,CPER.20140505.415453.E,CPER.20140505.415453.H,CPER.20140505.415453.H,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
D53FF98167F14D96B26A09E45A0FA347,D10,CPER,,C5,grasslandHerbaceous,40.813091,-104.698774,WGS84,,1618.1,,5/5/2014,MAM.CPER.2014.05,NEON.MAM.D10.0R0847,ONLE,Onychomys leucogaster,species,, ,M,R,Y,,,adult,scrotal,,,,21,14,36,120,29,,,,,,,,,LM6pn4z76ngbtmN4opkriGV+qc7GWRQh,E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV,,0,0,0,-1,0
