"uid","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","startCollectDate","endCollectDate","testedDate","eventID","testingID","testingVialID","deprecatedVialID","taxonID","scientificName","taxonRank","identificationQualifier","sex","poolSize","testPathogenName","testNumber","testMethod","testResult","finalResult","locus","percentIdentity","sequenceDatabase","sequenceDatabaseID","extractDepleted","samplingProtocolVersion","testProtocolVersion","laboratoryName","testedBy","remarks","trapCompromisedQF","sampleCompromisedAtTrapping","sampleCompromisedAtSorting","sampleCompromisedAtIDLab","sampleCompromisedAtTesting","nonStandardPoolQF","duplicatesInPathogenPoolingQF","duplicatesInPathogenResultsQF"
"13723E0ABE254A95AA11BC34C54EDADC","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.01","STER.2014.3.Culex tarsalis.Female.T1","CULTAR","Culex tarsalis","species",,"F",30,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"F09279B51F2F48038E16A985489AD2BE","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.02","STER.2014.3.Culex tarsalis.Female.T2","CULTAR","Culex tarsalis","species",,"F",30,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"98010F0BEBDA4C03B2BD55613D7D51AF","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.03","STER.2014.3.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",20,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"F2801C2850894686B40136B1F1FECEBA","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.04","STER.2014.3.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",20,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"D6D1F19B60AE40F0B05DFA91DFEB7AF2","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.05","STER.2014.3.Culex tarsalis.Female.T5","CULTAR","Culex tarsalis","species",,"F",30,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"31CB7C771A2E41C5AE355EFA59581DE9","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.03","STER.2014.3.Culex tarsalis.Female.T3","CULTAR","Culex tarsalis","species",,"F",30,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"3CDA25D3368E4A049039D1D41AF0195D","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.04","STER.2014.3.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",20,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"9B4633D96FB74AD8B687F8B09B645941","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.03","STER.2014.3.Culex tarsalis.Female.T3","CULTAR","Culex tarsalis","species",,"F",30,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"9C356A2F01894B838F2F670C423DF9A5","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.05","STER.2014.3.Culex tarsalis.Female.T5","CULTAR","Culex tarsalis","species",,"F",30,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"E58263ED3E0645418690031FA919E2A7","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.02","STER.2014.3.Aedes dorsalis.Female.T2","AEDDOR","Aedes dorsalis","species",,"F",20,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"17ECF65577C345F3AEC95991D3F8932F","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.02","STER.2014.3.Aedes dorsalis.Female.T2","AEDDOR","Aedes dorsalis","species",,"F",20,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"FD1466E17EA04F5E804886DC8170041E","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.05","STER.2014.3.Culex tarsalis.Female.T5","CULTAR","Culex tarsalis","species",,"F",30,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"E395DED0048A49F4B7F22DC34A880FE6","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.01","STER.2014.3.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",20,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"FA2B2C1E036244958B77273FCDDE4B1E","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.01","STER.2014.3.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",20,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"3E239E8C324E48DBB4A01B854A427F95","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.01","STER.2014.3.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",20,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"F09AA924FF884375839B7D5E250D24A4","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.04","STER.2014.3.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",20,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"54A124E3781D43109FE5CC7C715DCBF6","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.03","STER.2014.3.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",20,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"FE0D6AEA7BAF4FE0A7F5A6B087E820F4","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.03","STER.2014.3.Culex tarsalis.Female.T3","CULTAR","Culex tarsalis","species",,"F",30,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"E08091684616408CBAB83E94E0666FC3","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.04","STER.2014.3.Culex tarsalis.Female.T4","CULTAR","Culex tarsalis","species",,"F",30,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"3F72C53428E14862BF6A87726BBF0336","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.03","STER.2014.3.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",20,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"C16E7F11E62E4D80846E1493B7EDA792","D10","STER",40.473907,-103.021987,"WGS84",1442.6,1361.4,9.1,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.AEDDOR.F.T","STER.2014.31.AEDDOR.F.T.02","STER.2014.3.Aedes dorsalis.Female.T2","AEDDOR","Aedes dorsalis","species",,"F",20,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"FFF4168C129E4771AA0EA4E66E66E409","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.01","STER.2014.3.Culex tarsalis.Female.T1","CULTAR","Culex tarsalis","species",,"F",30,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"F7764F032AEE43478AE56B57DC18CAE3","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.02","STER.2014.3.Culex tarsalis.Female.T2","CULTAR","Culex tarsalis","species",,"F",30,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"A2FCAD2DD7044B0F8982C248348FF7C1","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.04","STER.2014.3.Culex tarsalis.Female.T4","CULTAR","Culex tarsalis","species",,"F",30,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"CA421568818F4BA3B6AF62DB61894EB4","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.02","STER.2014.3.Culex tarsalis.Female.T2","CULTAR","Culex tarsalis","species",,"F",30,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"FB67593B8FF1498DB82BDFDB8CDE00B6","D10","STER",40.474540,-103.022087,"WGS84",1475.5,1361.4,9.0,2014-08-05 13:13:00.0,2014-08-06 14:53:00.0,"2015-01-08","STER.2014.31","STER.2014.31.CULTAR.F.T","STER.2014.31.CULTAR.F.T.04","STER.2014.3.Culex tarsalis.Female.T4","CULTAR","Culex tarsalis","species",,"F",30,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"87F18203C564470CA30209BD1A24EF89","D10","STER",40.474191,-103.022535,"WGS84",1422.0,1361.2,8.8,2014-09-03 13:36:00.0,2014-09-04 15:00:00.0,"2015-01-08","STER.2014.35","STER.2014.35.CULTAR.F.T","STER.2014.35.CULTAR.F.T.19","STER.2014.4.Culex tarsalis.Female.T19","CULTAR","Culex tarsalis","species",,"F",50,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"64F94A130A8A4413BCC7585A9FE4D53E","D10","STER",40.474191,-103.022535,"WGS84",1422.0,1361.2,8.8,2014-09-03 13:36:00.0,2014-09-04 15:00:00.0,"2015-01-08","STER.2014.35","STER.2014.35.CULTAR.F.T","STER.2014.35.CULTAR.F.T.23","STER.2014.4.Culex tarsalis.Female.T23","CULTAR","Culex tarsalis","species",,"F",50,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
