"uid","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","startCollectDate","endCollectDate","testedDate","eventID","testingID","testingVialID","deprecatedVialID","taxonID","scientificName","taxonRank","identificationQualifier","sex","poolSize","testPathogenName","testNumber","testMethod","testResult","finalResult","locus","percentIdentity","sequenceDatabase","sequenceDatabaseID","extractDepleted","samplingProtocolVersion","testProtocolVersion","laboratoryName","testedBy","remarks","trapCompromisedQF","sampleCompromisedAtTrapping","sampleCompromisedAtSorting","sampleCompromisedAtIDLab","sampleCompromisedAtTesting","nonStandardPoolQF","duplicatesInPathogenPoolingQF","duplicatesInPathogenResultsQF"
"848F771703F84B7181365B1BE53453AE","D10","CPER",40.837903,-104.729613,"WGS84",4610.1,1646.4,21.7,2014-06-04 12:00:00.0,2014-06-05 14:45:00.0,"2015-01-08","CPER.2014.22","CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.T.03","CPER.2014.2.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",40,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"72FBD3D4F8DC454ABDAC443D0F93F0B0","D10","CPER",40.837903,-104.729613,"WGS84",4610.1,1646.4,21.7,2014-06-04 12:00:00.0,2014-06-05 14:45:00.0,"2015-01-08","CPER.2014.22","CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.T.04","CPER.2014.2.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",40,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"2110D71FED2342079945D7CF2A119483","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.02","CPER.2014.3.Aedes dorsalis.Female.T2","AEDDOR","Aedes dorsalis","species",,"F",35,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"7A680DB1A5CD4DC490E302A28E26543E","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.03","CPER.2014.3.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",35,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"2697F2F9377548CCAA8C58B7BD2E5096","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.01","CPER.2014.3.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",35,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"73E50071B75147A5A3173D8DBC5ABC0D","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.02","CPER.2014.3.Aedes dorsalis.Female.T2","AEDDOR","Aedes dorsalis","species",,"F",35,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"2B8586B6135940F7AF3E36EB53D4E0AE","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.01","CPER.2014.3.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",35,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"4A193876E12945E2981D55F19FEC5477","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.03","CPER.2014.3.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",35,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"D07172E2BE1F4D579BCDB2CB07A668A4","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.01","CPER.2014.3.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",35,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"9970A57AE43B4198ADAF84686DED125E","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.03","CPER.2014.3.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",35,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"65256960153049C78ACB0F0B17A3BFA5","D10","CPER",40.837602,-104.729730,"WGS84",4581.5,1645.6,21.0,2014-06-17 12:19:00.0,2014-06-18 13:57:00.0,"2015-01-08","CPER.2014.24","CPER.2014.24.AEDDOR.F.T","CPER.2014.24.AEDDOR.F.T.02","CPER.2014.3.Aedes dorsalis.Female.T2","AEDDOR","Aedes dorsalis","species",,"F",35,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"032408EC9D094302BC013282CA54AFA3","D10","CPER",40.832875,-104.731939,"WGS84",4119.8,1642.8,19.8,2014-07-01 12:28:00.0,2014-07-02 14:43:00.0,"2015-01-08","CPER.2014.26","CPER.2014.26.AEDDOR.F.T","CPER.2014.26.AEDDOR.F.T.01","CPER.2014.4.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",30,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"E8DA3B83F4C04A2D9581B8CC2BE2D46B","D10","CPER",40.832875,-104.731939,"WGS84",4119.8,1642.8,19.8,2014-07-01 12:28:00.0,2014-07-02 14:43:00.0,"2015-01-08","CPER.2014.26","CPER.2014.26.AEDDOR.F.T","CPER.2014.26.AEDDOR.F.T.01","CPER.2014.4.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",30,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"4D71CE9703BE4108B96B7B368007F9D3","D10","CPER",40.832875,-104.731939,"WGS84",4119.8,1642.8,19.8,2014-07-01 12:28:00.0,2014-07-02 14:43:00.0,"2015-01-08","CPER.2014.26","CPER.2014.26.AEDDOR.F.T","CPER.2014.26.AEDDOR.F.T.01","CPER.2014.4.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",30,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"102E16FAB1E64417A86F9C61F188D0CD","D10","CPER",40.835930,-104.738469,"WGS84",4712.3,1648.3,23.6,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.CULTAR.F.T","CPER.2014.28.CULTAR.F.T.01","CPER.2014.4.Culex tarsalis.Female.T1","CULTAR","Culex tarsalis","species",,"F",20,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",0,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"07DCA1A2E50F40A7B63A3D0850D5C631","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.01","CPER.2014.5.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",50,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"4F3E6287A6F64F72A8E45B6DB442E10A","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.03","CPER.2014.5.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",50,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"2B8D5F5875AB40AB96F018895DCF52E1","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.03","CPER.2014.5.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",50,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"B7DCC8C14F6C491B97B15AA6A50070E4","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.04","CPER.2014.5.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",50,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"A0840220BFAA481A8CB2234265379466","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.05","CPER.2014.5.Aedes dorsalis.Female.T5","AEDDOR","Aedes dorsalis","species",,"F",50,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"07D0F43B753843B39065BDBFE27F846C","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.08","CPER.2014.5.Aedes dorsalis.Female.T8","AEDDOR","Aedes dorsalis","species",,"F",50,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"776A5B4372B94DE39C918E21B1ED3B8D","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.04","CPER.2014.5.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",50,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"64363E4C756441A59BDDC9C50C887485","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.05","CPER.2014.5.Aedes dorsalis.Female.T5","AEDDOR","Aedes dorsalis","species",,"F",50,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"C9CAC47B1C544466B3BEB4D2984A1E85","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.01","CPER.2014.5.Aedes dorsalis.Female.T1","AEDDOR","Aedes dorsalis","species",,"F",50,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"B393B70EC7894AD4B5880DBAE4B7B5AC","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.08","CPER.2014.5.Aedes dorsalis.Female.T8","AEDDOR","Aedes dorsalis","species",,"F",50,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"C43119EF128C4663A807EBC60DE1C9BB","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.03","CPER.2014.5.Aedes dorsalis.Female.T3","AEDDOR","Aedes dorsalis","species",,"F",50,"Togaviridae",1,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"FC37BAC4CE504E11A1573621D88B6D30","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.04","CPER.2014.5.Aedes dorsalis.Female.T4","AEDDOR","Aedes dorsalis","species",,"F",50,"Flaviviridae",3,"PCR","Negative","Y",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
"67192C6927CF4F96ABCA290F41A62574","D10","CPER",40.832478,-104.737870,"WGS84",4848.6,1645.0,20.3,2014-07-15 12:51:00.0,2014-07-16 13:43:00.0,"2015-01-08","CPER.2014.28","CPER.2014.28.AEDDOR.F.T","CPER.2014.28.AEDDOR.F.T.08","CPER.2014.5.Aedes dorsalis.Female.T8","AEDDOR","Aedes dorsalis","species",,"F",50,"Bunyaviridae",2,"PCR","Negative","N",,,,,"Y","NEON.DOC.014049vE","Other","University of Illinois","Wp94RvOv+/JypfgWMk4zNQ==","testedDate may be inaccurate|sampleCompromised is unknown|testedBy may be inaccurate",1,"No known compromise","No known compromise","Damaged, analysis affected","No known compromise",0,0,0
