"uid","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","startCollectDate","endCollectDate","testedDate","eventID","testingID","testingVialID","deprecatedVialID","taxonID","scientificName","taxonRank","identificationQualifier","sex","poolSize","testPathogenName","testNumber","testMethod","testResult","finalResult","locus","percentIdentity","sequenceDatabase","sequenceDatabaseID","extractDepleted","samplingProtocolVersion","testProtocolVersion","laboratoryName","testedBy","remarks","trapCompromisedQF","sampleCompromisedAtTrapping","sampleCompromisedAtSorting","sampleCompromisedAtIDLab","sampleCompromisedAtTesting","nonStandardPoolQF","duplicatesInPathogenPoolingQF","duplicatesInPathogenResultsQF"
"91F7714E9A0E49E0BD66FE0364AB1D07","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.02","TALL.2014.1.Aedes canadensis.Female.T2","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"329CC9697A8C492398CBB11D95770FC5","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.03","TALL.2014.1.Aedes canadensis.Female.T3","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"2986E538C7A74D9CA5B2F79848E12C26","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.09","TALL.2014.1.Aedes canadensis.Female.T9","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"4F240EB5CBB740AD90F332C51CA9FE36","D08","TALL",32.913981,-87.423870,"WGS84",6753.3,117.8,61.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDVEX.F.T","TALL.2014.18.AEDVEX.F.T.03","TALL.2014.1.Aedes vexans.Female.T3","AEDVEX","Aedes vexans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"7B7290D45CA241B8995F83FE15E64231","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-13","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.04","TALL.2014.1.Aedes canadensis.Female.T4","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",2,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"B5FFFCF26B1F4AC89C0F56DB489B037E","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.10","TALL.2014.1.Aedes canadensis.Female.T10","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"BE9769CBC701491F894EE8B7E5ED3EFD","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.04","TALL.2014.1.Aedes canadensis.Female.T4","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Inconclusive","N",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==","CPE? 11/6/2014",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"1EE0B8183972404485825D2F765AA986","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.05","TALL.2014.1.Aedes canadensis.Female.T5","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"5A6A0FEF9CCE4563BCB48C6575992639","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.07","TALL.2014.1.Aedes canadensis.Female.T7","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"D0737195CA99485798B6BB35663D325E","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.12","TALL.2014.1.Aedes canadensis.Female.T12","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"CEE8194D62D045098D0A16B10AF10C74","D08","TALL",32.913981,-87.423870,"WGS84",6753.3,117.8,61.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDVEX.F.T","TALL.2014.18.AEDVEX.F.T.08","TALL.2014.1.Aedes vexans.Female.T8","AEDVEX","Aedes vexans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"4CE4FA42B88043C5A88CF1182B8976BC","D08","TALL",32.913981,-87.423870,"WGS84",6753.3,117.8,61.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDVEX.F.T","TALL.2014.18.AEDVEX.F.T.07","TALL.2014.1.Aedes vexans.Female.T7","AEDVEX","Aedes vexans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"DAE41AD31EF04B6387726EFAB12094B2","D08","TALL",32.913981,-87.423870,"WGS84",6753.3,117.8,61.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDVEX.F.T","TALL.2014.18.AEDVEX.F.T.09","TALL.2014.1.Aedes vexans.Female.T9","AEDVEX","Aedes vexans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"D3F536522A5E46AF946E2AFBD3140C81","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.11","TALL.2014.1.Aedes canadensis.Female.T11","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"927D274DEE9245F7B99BFA489ED5C30E","D08","TALL",32.911551,-87.422379,"WGS84",6990.6,113.7,65.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.COQPER.F.T","TALL.2014.18.COQPER.F.T.07","TALL.2014.1.Coquillettidia perturbans.Female.T7","COQPER","Coquillettidia perturbans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"F5CA0A6A4DF64E3FB0B801EA8C365435","D08","TALL",32.911551,-87.422379,"WGS84",6990.6,113.7,65.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.COQPER.F.T","TALL.2014.18.COQPER.F.T.01","TALL.2014.1.Coquillettidia perturbans.Female.T1","COQPER","Coquillettidia perturbans","species",,"F",40,"virus",1,"Culture","Inconclusive","N",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==","CPE? 11/7/2014",0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"AEFC59E7835D48979651850011348626","D08","TALL",32.913981,-87.423870,"WGS84",6753.3,117.8,61.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDVEX.F.T","TALL.2014.18.AEDVEX.F.T.02","TALL.2014.1.Aedes vexans.Female.T2","AEDVEX","Aedes vexans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"6FC5D126033D4807BD93DD700FD4E978","D08","TALL",32.911551,-87.422379,"WGS84",6990.6,113.7,65.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.COQPER.F.T","TALL.2014.18.COQPER.F.T.06","TALL.2014.1.Coquillettidia perturbans.Female.T6","COQPER","Coquillettidia perturbans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"AB0FDA8C1D224AC987FBB921DEB903BE","D08","TALL",32.913981,-87.423870,"WGS84",6753.3,117.8,61.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDVEX.F.T","TALL.2014.18.AEDVEX.F.T.06","TALL.2014.1.Aedes vexans.Female.T6","AEDVEX","Aedes vexans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"CF0720242B2F41C79C075B16F9D2E467","D08","TALL",32.911551,-87.422379,"WGS84",6990.6,113.7,65.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.COQPER.F.T","TALL.2014.18.COQPER.F.T.04","TALL.2014.1.Coquillettidia perturbans.Female.T4","COQPER","Coquillettidia perturbans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"6DB4289105824963ABF18836C21123BA","D08","TALL",32.911551,-87.422379,"WGS84",6990.6,113.7,65.7,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.COQPER.F.T","TALL.2014.18.COQPER.F.T.02","TALL.2014.1.Coquillettidia perturbans.Female.T2","COQPER","Coquillettidia perturbans","species",,"F",40,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"40F567BE61C14ECD8D5147C889898BEB","D08","TALL",32.913267,-87.426338,"WGS84",6881.8,111.2,68.2,2014-05-07 13:08:00.0,2014-05-08 14:42:00.0,"2014-11-05","TALL.2014.18","TALL.2014.18.AEDCAN2.F.T","TALL.2014.18.AEDCAN2.F.T.13","TALL.2014.1.Aedes canadensis.Female.T13","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"4CEB9BD3E3024060990AA1098B336100","D08","TALL",32.913423,-87.423408,"WGS84",6805.1,112.5,67.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.AEDCAN2.F.T","TALL.2014.20.AEDCAN2.F.T.10","TALL.2014.2.Aedes canadensis.Female.T10","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"8AFE19550B0D401FB7539B87AF12623A","D08","TALL",32.913423,-87.423408,"WGS84",6805.1,112.5,67.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.AEDCAN2.F.T","TALL.2014.20.AEDCAN2.F.T.05","TALL.2014.2.Aedes canadensis.Female.T5","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"A8F44547A35448F79D166636E9D83B94","D08","TALL",32.913423,-87.423408,"WGS84",6805.1,112.5,67.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.AEDCAN2.F.T","TALL.2014.20.AEDCAN2.F.T.12","TALL.2014.2.Aedes canadensis.Female.T12","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"547D469EF69F4823B3D2370D95B65282","D08","TALL",32.913423,-87.423408,"WGS84",6805.1,112.5,67.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.AEDCAN2.F.T","TALL.2014.20.AEDCAN2.F.T.13","TALL.2014.2.Aedes canadensis.Female.T13","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"0A050CB6634146C9B862E3321E0723BD","D08","TALL",32.918330,-87.420549,"WGS84",6220.5,128.3,51.3,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.AEDVEX.F.T","TALL.2014.20.AEDVEX.F.T.01","TALL.2014.2.Aedes vexans.Female.T1","AEDVEX","Aedes vexans","species",,"F",20,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"CBA56499F0304A5F880BB352DF9BEF95","D08","TALL",32.908355,-87.424296,"WGS84",7372.2,120.5,59.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.COQPER.F.T","TALL.2014.20.COQPER.F.T.02","TALL.2014.2.Coquillettidia perturbans.Female.T2","COQPER","Coquillettidia perturbans","species",,"F",30,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"4BFAE42544D04EB3812927E21773D886","D08","TALL",32.913423,-87.423408,"WGS84",6805.1,112.5,67.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.AEDCAN2.F.T","TALL.2014.20.AEDCAN2.F.T.04","TALL.2014.2.Aedes canadensis.Female.T4","AEDCAN2","Aedes canadensis","species",,"F",50,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"1E8A0CF85F144C508D42D48202A38E20","D08","TALL",32.908355,-87.424296,"WGS84",7372.2,120.5,59.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.COQPER.F.T","TALL.2014.20.COQPER.F.T.01","TALL.2014.2.Coquillettidia perturbans.Female.T1","COQPER","Coquillettidia perturbans","species",,"F",30,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
"365C8CA7F94749CCB86B6C777482F7E2","D08","TALL",32.908355,-87.424296,"WGS84",7372.2,120.5,59.0,2014-05-20 12:45:00.0,2014-05-21 14:37:00.0,"2014-11-05","TALL.2014.20","TALL.2014.20.COQPER.F.T","TALL.2014.20.COQPER.F.T.06","TALL.2014.2.Coquillettidia perturbans.Female.T6","COQPER","Coquillettidia perturbans","species",,"F",30,"virus",1,"Culture","Negative","Y",,,,,"Y","NEON.DOC.014049vE","CAESprotocolA","Connecticut Agricultural Experiment Station","r4iH4e2lsYWuK+qavXE5sQ==",,0,"No known compromise","No known compromise","No known compromise","No known compromise",0,0,0
